id	entry	ipa	pos	definition	example_sent	scientific_name	wiki_link	pic_link	comment	audio	created_at	marked
2751	kikuru	kikuɾu	LEX	juruva, tesoureiro		Momotidae	https://pt.wikipedia.org/wiki/Juruva	https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Blue-crowned_Motmot_back_2.jpg/560px-Blue-crowned_Motmot_back_2.jpg			13/04/2026	
2752	kima	kimːa	LEX	insipidez, insípido							13/04/2026	
2753	kimagodu	kimaˈgodːɯ	LEX	insipidez, estar insípido							13/04/2026	
2754	kimagodudo	kimagodːudːʌ	LEX	tornar insípido							13/04/2026	
2755	kimagodurewu	kimagoduˈɾew	LEX	o insípido							13/04/2026	
2756	kimao	kimao	LEX	fruta de algodãozinho							13/04/2026	
2757	kimao i	kimao i	LEX	algodãozinho do cerrado							13/04/2026	
2758	kimareboe	kimaɾeboe	LEX	coisa insípida							13/04/2026	
2759	kimarewu	kimaˈɾew	LEX	insípido							13/04/2026	
2760	kimicira	kimitʃiɾa	LEX	peneira							13/04/2026	
2761	kimo	kimːo	ADV	ainda							13/04/2026	
2762	kina?	kina	INTJ	será possível? indica dúvida, maravilha							13/04/2026	
2763	kioga (kiogwa)	kioga	LEX	bem, bom, estar bem, estar com saúde							13/04/2026	
2764	kiogakare (kiogwakare)	kiogakaɾe	LEX	está estragado, não está bom, não presta							13/04/2026	
2765	kiogo	kiogo	LEX	passar remédio							13/04/2026	
2766	kiogo barogo	kiogo baɾogo	LEX	indivíduo pobre, desamparado							13/04/2026	
2767	kiogoagiri	kiogoaˈgiɾi	LEX	penugem branca							13/04/2026	
2768	kiogoaro	kiogoaɾo	LEX	enfeite de penas que atado na cabeça, pende do occipício sobre as costa É usado principalmente por crianças e mulheres; em certas representações é usado também como bracelete e como adorno de objetos rituais tais como ke (rede ritual), mano (roda de talos de caeté), marido (roda de talos de folha de buriti), kado rairewu (taquara comprida) e de arco							13/04/2026	
2769	kiogoaro Boe etaobaru	kiogoaɾo Boe etaobaɾu	LEX	tipo de kiogoaro que do occipício pende sobre as costa							13/04/2026	
2770	kiogodo	kioˈgodːʌ	LEX	vareta para atiçar o fogo; tipo de bengala enfeitada; tipo de prego ornamental; tipo de coroa bororo							13/04/2026	
2771	kiogori	kiogoɾi	LEX	elevação no c do Pogubo Cerewu, rio São Lourenço							13/04/2026	
2772	kiogori bororo	kiogoɾi boɾoɾo	LEX	antiga aldeia ao sopé do Kiogori							13/04/2026	
2773	kiogwa (kioga)	kiogwa	LEX	saúde, bem estar; prestar, servir							13/04/2026	
2774	kiogwado (kiogado)	kiogwado	LEX	fazer sarar, ser propício							13/04/2026	
2775	kiogwarewu (kiogareu)	kiogwaɾew	LEX	o são, bom, que presta							13/04/2026	
2776	kioro	kioɾo	LEX	mansidão, sossego, calma, quietude							13/04/2026	
2777	kiorodo	kioɾodːʌ	LEX	acalmar, sossegar							13/04/2026	
2778	kiorogodu	kioɾoˈgodːɯ	LEX	calma iminente, sossego iminente, quietude iminente							13/04/2026	
2779	kiorogodurewu	kioɾogoduˈɾew	S	o calmo, o quieto, o sossegado							13/04/2026	
2780	kiororewu	kioɾoˈɾew	LEX	o calmo, o quieto, o sossegado							13/04/2026	
2781	kireru	kiɾeɾu	LEX	cheiro	jorugudu kireru = cheiro de cinza.						13/04/2026	
2782	kirerudo	kiɾeɾudːʌ	VC	fazer catingar	Iwe kirerure woe 0 o ouriço está catingando						13/04/2026	
2783	kirerurewu	kiɾeɾuˈɾew	S	o que catinga, o que desprende mau cheiro							13/04/2026	
2784	kirewu	kiˈɾew	LEX	o seco							13/04/2026	
2785	kiri	kiɾi	LEX	variedade de cará comestível							13/04/2026	
2786	kirimida	kiɾimidːa	LEX	lugar de regresso; troco de dinheiro; oto kirimida estribilho de algum canto							13/04/2026	
2787	kirimidurewu	kiɾimiduˈɾew	S	o que foi virado							13/04/2026	
2788	kirodu	kiɾodːɯ	LEX	sujeira, estar sujo							13/04/2026	
2789	kirodudo	kiɾodːudːʌ	LEX	sujar							13/04/2026	
2790	kirodugodu	kiɾoduˈgodːɯ	LEX	sujeira iminente							13/04/2026	
2791	kirodurewu	kiɾoduˈɾew	S	o que é sujo							13/04/2026	
2792	kirogo	kiɾogo	LEX	designação de certo espírito							13/04/2026	
2793	kirori (girori)	kiɾoɾi	LEX	cheiro bom, perfume, gosto agradável, exalar bom cheiro							13/04/2026	
2794	kirorido	kiɾoɾidːʌ	LEX	perfumar, fazer cheirar bem							13/04/2026	
2795	kirorirewu	kiɾoɾiˈɾew	LEX	o cheiroso, o perfumado, o gostoso							13/04/2026	
2796	kitoriga	kitoɾiga	LEX	variedade de grande gafanhoto							13/04/2026	
2797	kitui	kitui	LEX	magreza extrema							13/04/2026	
2798	kituido	kituidːʌ	LEX	emagrecer muito							13/04/2026	
2799	kituirewu	kituiˈɾew	LEX	muito magro							13/04/2026	
2800	kituirewu	kituiˈɾew	S	variedade de gavião chamado também kaga; variedade de cará comestível							13/04/2026	
2801	kiwa (okiwa)	kiwa	LEX	capivara							13/04/2026	
2802	kiwarewu (okiwareu)	kiwaɾew	LEX	rato							13/04/2026	
2803	kiwori	kiwoɾi	LEX	ponta							13/04/2026	
2804	kiworido	kiwoɾidːʌ	VC	apontar							13/04/2026	
2805	kiworo	kiwoɾo	LEX	capia de praia							13/04/2026	
2806	kiwujedurewu	kiwudʒeduˈɾew	S	o desatada o solto, o desligado							13/04/2026	
2807	ko1	kɔ	LEX	mau cheiro, fedor; cheirar mal							13/04/2026	
2808	ko2	ko	LEX	pedra de alisar flecha							13/04/2026	
2809	ko3	ko	LEX	pescoço, parte alta de algo; altura; profundidade							13/04/2026	
2810	ko4	ko	LEX	profundidade; ser profundo							13/04/2026	
2811	ko6	ko	VT	comer Ver kowuje;							13/04/2026	
2812	ko7	ko	ADV	forma que indica rapidez, iminência							13/04/2026	
2813	koadu	koadːɯ	LEX	limpeza, simplicidade, celibato; simples, limpo, solteiro							13/04/2026	
2814	koadurewu	koaduˈɾew	S	o limpo, o desprovido de adornos; o solteiro, o viúvo							13/04/2026	
2815	koai (kowai)	koai	LEX	embaúba		Gênero Cecropia	https://pt.wikipedia.org/wiki/Embaúba_(árvore)				13/04/2026	
2816	kobo	kobo	LEX	pedaço, resto, sobra, canhotice, quebradura; quebrar-se							13/04/2026	
2817	koboa	koboa	LEX	pescoço							13/04/2026	
2818	koboarewu	koboaˈɾew	S	variedade de peixe cascudo							13/04/2026	
2819	kobodo	kobodːʌ	LEX	encurtar, reduzir, despontar							13/04/2026	
2820	kobori	koboɾi	LEX	curteza, qualidade do que é curto							13/04/2026	
2821	koborido	koboɾidːʌ	LEX	encurtar, diminuir, reduzir							13/04/2026	
2822	koboridodu	koboɾiˈdːodːɯ	PPASS	encurtado, diminuído, reduzido							13/04/2026	
2823	koboridodurewu	koboɾiˈdːodːɯˈɾew	S	o encurtado, o reduzido, o diminuído							13/04/2026	
2824	koborigodu	koboɾiˈgodːɯ	LEX	curto							13/04/2026	
2825	koborigodurewu	koboɾigoduˈɾew	S	o curto							13/04/2026	
2826	koborirewu	koboɾiˈɾew	LEX	o curto							13/04/2026	
2827	koca	kotʃːa	LEX	sinome de Arigao Koca							13/04/2026	
2828	kocaga	kotʃaga	LEX	saracura (ave							13/04/2026	
2829	kocaga uiorubo	kotʃaga uioɾubo	LEX	arbusto cujas raízes são mastigadas para obter bela e robusta voz como a da saracura							13/04/2026	
2830	kociwa	kotʃiwa	LEX	variedade de peixe							13/04/2026	
2831	koco	kotʃːo	LEX	caju							13/04/2026	
2832	koco i	kotʃo i	LEX	cajueiro							13/04/2026	
2833	koco iwararewu	kotʃo iwaɾaɾew	S	caju rasteiro							13/04/2026	
2834	koda (kóda)	koda	LEX	caminho, batida, trilho, rasto de cobra; pista para corrida							13/04/2026	
2835	kode	kode	ADV	então, porque							13/04/2026	
2836	kodi (kódi)	kodi	CONJ	porque, por							13/04/2026	
2837	kodia	kodia	INTJ	então! por isso!							13/04/2026	
2838	kodiboe	kodiboe	LEX	motivo, causa, razão, porquê, ocasião, tempo							13/04/2026	
2839	kodo	ˈkɔdɔ	LEX	fazer emanar mau cheiro							13/04/2026	true
2840	kodo	kɔˈdɔ	LEX	cesto, esteira							13/04/2026	
2841	kodo ira	kodo iɾa	LEX	beirada reforçada do cesto							13/04/2026	
2842	kodo jawu	kodo dʒawu	LEX	aquele que vai na frente durante uma marcha, guia							13/04/2026	
2843	kodo unugia	kodo unugia	LEX	faixa para carregar a cesta funerária							13/04/2026	
2844	kodobie	kodobie	LEX	faixa de entrecasca usada para carregar o cesto; faixa íntima das mulheres normalmente chamada ruguri							13/04/2026	
2845	kodobie bace epegagururewu	kodobie batʃe epegaguɾuɾew	S	variedade de entrecasca embranquecida usada para fabricar faixa							13/04/2026	
2846	kodobie ena kigadurewu	kodobie ena kigaduɾew	S	variedade de entrecasca de fibras embranquecidas, usada para fabricar faixa							13/04/2026	
2847	kodobie ena kujagurewu	kodobie ena kudʒaguɾew	S	variedade de entrecasca de fibras avermelhadas, usada para fabricar faixa							13/04/2026	
2848	kodobie i	kodobie i	LEX	variedade de tiliácea, árvore cuja embira produz ótimas faixa							13/04/2026	
2849	kodobo (kódóbo)	kodobo	LEX	tipo de cesta, mala							13/04/2026	
2850	kodobo parai	kodobo paɾai	LEX	tipo de cesta alongada							13/04/2026	
2851	kododu	koˈdːodːɯ	LEX	altura, avanço, aumento, aumentar, avançar							13/04/2026	
2852	kododudo	kododːudːʌ	VC	fazer aumentar							13/04/2026	
2853	kododurewu	koˈdːodːɯˈɾew	S	o que foi feito cheirar mal							13/04/2026	
2854	kododurewu	koˈdːodːɯˈɾew	S	o que subiu, o que foi feito aumentar							13/04/2026	
2855	kodokodo	kodokodːʌ	LEX	caxinguelê (bicho							13/04/2026	
2856	kodomai (kodo mai)	kodomai	ADV	ainda um pouco, em breve; estar verde							13/04/2026	
2857	kodorabo	kodoɾabo	LEX	cesto redondo, tamanho médio, feito ordinariamente de broto de babaçu							13/04/2026	
2858	kodorabo okora	kodoɾabo okoɾa	LEX	boca de certo tipo de cesta; tipo de abanico, tipo de bandeja; região supra-clavicular do corpo							13/04/2026	
2859	kodu akagiri (kódu kagiri)	kodu akagiɾi	LEX	ódio, odiar							13/04/2026	
2860	kodu akagirido	ˈkɔdːɯ kagiɾido	VC	fazer odiar							13/04/2026	
2861	kodu akagirirewu	ˈkɔdːɯ akagiɾiɾew	LEX	aquele que odeia							13/04/2026	
2862	kodu i	kodu i	LEX	variedade de figueira, merindiva da mata							13/04/2026	
2863	kodu kagiri	kodu kagiɾi	LEX	ódio; odiar							13/04/2026	
2864	kodu kagirido	kodu kagiɾido	VC	fazer odiar	Ure kodo kagirido tumedagei =  Fez ter odio dos outros						13/04/2026	
2865	kodu kagirirewu	kodu kagiɾiɾew	S	o que odeia	nowu kodokarirewu imedu  0 aquele homem que odeia						13/04/2026	
2866	kodudo (kódudo)	kodːodːɯ	LEX	cozinhar	Ire aroe kugu kodudo =  Eu cozinho o arroz						13/04/2026	
2867	kodudo (kôdudo)	kodːodːɯ	LEX	fazer voar, fazer andar, fazer sair, fazer partir, fazer marchar							13/04/2026	
2868	kodudu (kódudu)	kodudu	LEX	embira preparada para carregar uma cesta							13/04/2026	
2869	kodugobo (kódugobo)	kodugobo	LEX	rancor, raiva, ódio, odiar, ter rancor							13/04/2026	
2870	koduraka (kóduraka)	koduɾaka	LEX	variedade de lambari de carne dura							13/04/2026	
2871	koduri (kóduri)	koduɾi	LEX	morféia, lepra							13/04/2026	
2872	kodurirewu (kódurireu)	koduɾiɾew	LEX	morfético, leproso							13/04/2026	
2873	koe (kóe)	koe	LEX	tipo de cintcordão; tipo de colar							13/04/2026	
2874	koe aro ekurewu	koe aɾo ekuɾew	S	colar tipo koe enfeitado por plumas de tipo aro de arara amarela							13/04/2026	
2875	koe aro urugurewu	koe aɾo uɾuguɾew	S	colar parecido com o anterior, adornado, porém, de plumas de arara vermelha							13/04/2026	
2876	koe cerewu	koe tʃeɾew	S	colar tipo koe com predominância de discozinhos pretos de tucum Pertence aos Kie							13/04/2026	
2877	koerewu	koeˈɾew	S	tipo de colar; tipo de labrete; tipo de cinto cordão: enfeites construídos com o mesmo material que os koe onde sobressaem alguns segmentos formados só por discoszinos brancos de madrepérola							13/04/2026	
2878	koerewu aro ekurewu	koeɾew aɾo ekuɾew	S	tipo de colar koerewu enfeitado com peninhas do interior da asa de arara amarela							13/04/2026	
2879	koerewu enawu urugurewu	koeɾew enawu uɾuguɾew	S	cinto de tipo koerewu, enfeitado com três tufozinhos de penas de arara vermelha							13/04/2026	
2880	koerewu upogu ekurewu	koeɾew upogu ekuɾew	S	labrete de tipo koerewu tendo na extremidade inferior tufos de plumas de arara amarela; tipo de brinco do mesmo material							13/04/2026	
2881	koerewu upogu kujagurewu	koeɾew upogu kudʒaguɾew	S	labrete de tipo koereu, com tufos de plumas de arara vermelha na extremidade inferior; tipo de brinco do mesmo material							13/04/2026	
2882	koga	ˈkoga	LEX	fruta pau jangada							13/04/2026	
2883	koga	ˈkɔga	LEX	caco, pedaço de cerâmica							13/04/2026	
2884	koga	koga	LEX	sangue coagulado							13/04/2026	
2885	koga (kóga)	koga	LEX	amarradura, atadura, nó; julgamento							13/04/2026	
2886	koga i (kóga i)	koga	LEX	variedade de pau jangada							13/04/2026	
2887	koga umana	koga	LEX	variedade de pau jangada					Fornece ótima embira.		13/04/2026	
2888	kogadodu	kogaˈdːodːɯ	PPASS	enumerado, julgado, repartido, experimentado							13/04/2026	
2889	kogadodurewu	kogaˈdːodːɯˈɾew	S	o julgado, o repartido, o enumerado, o experimentado							13/04/2026	
2890	kogaekogaedoge	kogaekogaedoge	LEX	designação de certos espírito							13/04/2026	
2891	kogaekogaedoge aroe	kogaekogaedoge aɾoe	LEX	designação de uma representação e de seus atores							13/04/2026	
2892	kogaekogaedoge eerubo	kogaekogaedoge eeɾubo	LEX	arbusto do cerrado cujas folhas são usadas como remédio mágico para ter boa sorte nas caçada							13/04/2026	
2893	kogaekogaedoge ewari	kogaekogaedoge ewaɾi	LEX	tipo de cabacinhapito, com janelinhas e pirogravuras; a extremidade inferior da taquarinha é ornada com tufos de cabelos humanos e plumas de arara Pertence aos Baad							13/04/2026	
2894	koge (kóge okóge)	koge	LEX	peixe dourado							13/04/2026	
2895	koge (kóge)	koge	LEX	amarradura; marido							13/04/2026	
2896	koge eerubo	koge eeɾubo	LEX	douradinha (planta medicinal							13/04/2026	
2897	kogedo (kógedó)	kogedo	LEX	casar-se, tomar marido							13/04/2026	
2898	kogedodu	kogeˈdːodːɯ	PPASS	mulher casada							13/04/2026	
2899	kogedodurewudo	kogedoduɾewdːʌ	PPASS	mulher casada							13/04/2026	
2900	kogegodu	kogeˈgodːɯ	LEX	casamento iminente							13/04/2026	
2901	kogerewudo	kogeɾewdːʌ	LEX	mulher casada							13/04/2026	
2902	kogodae	kogodae	LEX	doença							13/04/2026	
2903	kogodu	kogodu	LEX	mau cheiro, doença; estar doente							13/04/2026	true
2904	kogodudo	kogodːudːʌ	LEX	fazer adoecer							13/04/2026	
2905	kogodudo	kogodːudːʌ	VC	fazer adoecer							13/04/2026	
2906	kogodurewu	kogoduˈɾew	S	o doente							13/04/2026	
2907	kogojipa	kogodʒipa	LEX	cardume de pequira							13/04/2026	
2908	kogopara	kogopaɾa	LEX	var de lambari							13/04/2026	
2909	kogorege	kogoɾege	LEX	variedade de pequeno cascudo							13/04/2026	
2910	kogoriga aredu	kogoɾiga aɾedu	LEX	galinha							13/04/2026	
2911	kogoriga imedu	kogoɾiga imedu	LEX	galo							13/04/2026	
2912	kogoriga oiaga	kogoɾiga oiaga	LEX	tipo de prego ornamental							13/04/2026	
2913	kogu (kógu vrt. de koga)	kogu	LEX	cinto, amarradura, nó, cinto feminino							13/04/2026	
2914	kogudo (kógudó)	kogudo	LEX	amarrar, atar, colocar o cinto feminino							13/04/2026	
2915	kogudoda	kogudodːa	LEX	lugar onde se amarra algo							13/04/2026	
2916	kogudodu	kogudːodːɯ	PPASS	amarrado, atado							13/04/2026	
2917	koguia (kóguia)	koguia	LEX	corda, atilho, cordel, embira							13/04/2026	
2918	koguio	koguio	LEX	o amarrado							13/04/2026	
2919	koguio (bace koguio)	koguio	LEX	tuiuiu							13/04/2026	
2920	kogure	koguɾe	LEX	variedade de formigas saúva	koguredoge ewudure ju pa to 0 as formigas carregadeiras invadiram a roça de mandioca						13/04/2026	
2921	kogure eerubo	koguɾe eeɾubo	LEX	arbusto do cerrado usado como remédio							13/04/2026	
2922	kogure eirirewu iwara	koguɾe eiɾiɾew iwaɾa	LEX	limão de campo							13/04/2026	
2923	kogure enogwa	koguɾe enogwa	LEX	abertura do ninho das saúva	Iwure jore kogure enogwa keje 0 eu pisei na casa do formigueiro						13/04/2026	
2924	kogurerewu	koguɾeˈɾew	S	variedade de saúva pequena							13/04/2026	
2925	koi (kói)	koi	LEX	variedade de árvore de mau cheiro							13/04/2026	
2926	koi (kôi)	koi	LEX	bagaço							13/04/2026	
2927	koi bororo	koi boɾoɾo	LEX	antiga aldeia na foz do Okoge Eiao, rio Areia							13/04/2026	
2928	koiwo (kóiwo)	koiwo	LEX	termiteiro de cupins do chão, denominado também kumo (kumo é o inseto; koiwo é o montículo formado)							13/04/2026	
2929	koiwo bari	koiwo baɾi	LEX	termiteiro das árvore							13/04/2026	
2930	koja (kôja)	kodʒa	LEX	fenda bronquial dos peixe							13/04/2026	
2931	kojapo (kôjapo)	kodʒapo	LEX	região externa de um animal correspondente à artéria da garganta							13/04/2026	
2932	kojarido	kodʒaɾidːʌ	LEX	fazer tossir							13/04/2026	
2933	kojarido	kodʒaɾidːʌ	VC	fazer tossir							13/04/2026	
2934	kojarireboe	kodʒaɾiɾeboe	LEX	tuberculose, tosse							13/04/2026	
2935	kojarirewu	kodʒaɾiˈɾew	S	o que tem tosse, o tuberculoso							13/04/2026	
2936	kojera	kodʒeɾa	LEX	variedade de cipó que, assado, é comestível							13/04/2026	
2937	kojipa	kodʒipa	LEX	base do pescoço							13/04/2026	
2938	koka	koka	LEX	raso, não fundo							13/04/2026	
2939	koma	komːa	LEX	jurupoca ou jeripoca (peixe),	pawoguwo koma bagai = Vamos pescar jirirpoca						13/04/2026	
2940	komemarewu	komemaˈɾew	S	variedade de larva eriçada de pêlos urticantes, chamada também marugodu okorirewu							13/04/2026	
2941	konorigi	konoɾigi	LEX	variedade de cigarra	Konorigi akore meri rekodu tabo 0 a cigarra canta ao atardecer						13/04/2026	
2942	konorigi riorio	konoɾigi ɾioɾio	LEX	variedade de cigarra							13/04/2026	
2943	korao utugo	koɾao utugo	LEX	flecha que apresenta entre as asas pequenos anéis de penas verdes e vermelhas alternadoPertence aos PCob							13/04/2026	
2944	korao utugo iworewu	koɾao utugo iwoɾew	S	flecha cujo distintivo é semelhante ao anterior koraoe (pl de korao) papagaioverdadeiro							13/04/2026	
2945	koraori	koɾaoɾi	LEX	morro Grande, situado a 25 km ao sul de Meruri							13/04/2026	
2946	koredu	koɾedːɯ	LEX	crosta de comida assada							13/04/2026	
2947	korewu (kórewu)	koɾew	LEX	de mau cheiro o que cheira mal							13/04/2026	
2948	korewu (kôrewu)	koɾew	LEX	profundo							13/04/2026	
2949	kori (kóri)	koɾi	LEX	dor, zanga, inveja, queixa, capricho, fortidão, fora, doer, zangar, ter inveja	Aora kori ba re nowu imedorogu ji 0 aquele menino está passando por dor de cabeça						13/04/2026	
2950	kori (kôri)	koɾi	POSP	além, por cima, mais do que							13/04/2026	
2951	korido (okorido)	koɾido	LEX	fazer doer, machucar, ferir, fazer zangar, fazer invejar, fazer queixar, fazer forte							13/04/2026	
2952	koridodu (okoridodu)	koɾidodu	PPASS	ferido, machucado, feito zangar, feito invejar, feito queixar, feito forte							13/04/2026	
2953	koridodurewu (okoridodureu)	koɾidoduɾew	PPASS	o ferido, o machucado, o ofendido							13/04/2026	
2954	korigiri	koɾiˈgiɾi	LEX	grande, bastante							13/04/2026	
2955	korigirika	koɾigiɾika	LEX	miúdo, pouco							13/04/2026	
2956	korigo	koɾigo	LEX	ofender, fazer zangar, irritar							13/04/2026	
2957	korigodae	koɾigodae	LEX	aquilo que ofende, que irrita							13/04/2026	
2958	korigodu	koɾiˈgodːɯ	LEX	zanga, irritação, impaciência, zangar, irritar-se							13/04/2026	
2959	korigodudo	koɾigodːudːʌ	VC	fazer zangar, fazer irritar, fazer impacientar							13/04/2026	
2960	korigodurewu	koɾigoduˈɾew	S	o irritado, o zangado, o impaciente							13/04/2026	
2961	korireboe	koɾiɾeboe	LEX	aquilo que causa dor, zanga, ofensa, capricho; pinga, qualquer bebida fortemente alcoólica; cobras venenosas							13/04/2026	
2962	koriwo	koɾiwo	LEX	vegetal do brejo, usado pelos bororo como purgativo							13/04/2026	
2963	korobadudo	koɾobadːudːʌ	LEX	encher							13/04/2026	
2964	korobadurewu	koɾobaduˈɾew	S	aquilo que é cheio							13/04/2026	
2965	korodu	koɾodːɯ	LEX	maduro, madurar, estar maduro							13/04/2026	
2966	korodu (okorodu)	koɾodu	LEX	alimentos misturado							13/04/2026	
2967	korodudo	koɾodːudːʌ	LEX	deixar madurar							13/04/2026	
